dataset,robot_type,perspective,src_img,tgt_img,action
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_0/frame_000080.png,G1edu-u3_pick_empty_bottle_ab/images/ep_0/frame_000090.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_0/action_000080to000089.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_27/frame_004730.png,G1edu-u3_place_plastic_bowl_ah/images/ep_27/frame_004740.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_27/action_004730to004739.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_20/frame_003883.png,G1edu-u3_place_plastic_bowl_ag/images/ep_20/frame_003893.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_20/action_003883to003892.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_29/frame_004540.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_29/frame_004550.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_29/action_004540to004549.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_9/frame_001714.png,AIRBOT_MMK2_close_the_computer/images/ep_9/frame_001724.png,AIRBOT_MMK2_close_the_computer/actions/ep_9/action_001714to001723.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_37/frame_005598.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_37/frame_005608.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_37/action_005598to005607.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_0/frame_000010.png,AIRBOT_MMK2_place_the_basin/images/ep_0/frame_000020.png,AIRBOT_MMK2_place_the_basin/actions/ep_0/action_000010to000019.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_8/frame_001485.png,G1edu-u3_put_the_lemon_af/images/ep_8/frame_001495.png,G1edu-u3_put_the_lemon_af/actions/ep_8/action_001485to001494.npy
G1edu-u3_pick_leftover_food_ac,,1st,G1edu-u3_pick_leftover_food_ac/images/ep_5/frame_001657.png,G1edu-u3_pick_leftover_food_ac/images/ep_5/frame_001667.png,G1edu-u3_pick_leftover_food_ac/actions/ep_5/action_001657to001666.npy
AIRBOT_MMK2_storage_tissue_paper,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_storage_tissue_paper/images/ep_44/frame_006185.png,AIRBOT_MMK2_storage_tissue_paper/images/ep_44/frame_006195.png,AIRBOT_MMK2_storage_tissue_paper/actions/ep_44/action_006185to006194.npy
G1edu-u3_place_plastic_bowl_ah,,1st,G1edu-u3_place_plastic_bowl_ah/images/ep_30/frame_005152.png,G1edu-u3_place_plastic_bowl_ah/images/ep_30/frame_005162.png,G1edu-u3_place_plastic_bowl_ah/actions/ep_30/action_005152to005161.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_3/frame_000989.png,G1edu-u3_put_the_water_bottle_aq/images/ep_3/frame_000999.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_3/action_000989to000998.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_10/frame_002318.png,R1_Lite_move_the_position_of_the_cookie/images/ep_10/frame_002328.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_10/action_002318to002327.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_4/frame_000811.png,Cobot_Magic_turn_on_the_bulb/images/ep_4/frame_000821.png,Cobot_Magic_turn_on_the_bulb/actions/ep_4/action_000811to000820.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_46/frame_007340.png,AIRBOT_MMK2_close_the_computer/images/ep_46/frame_007350.png,AIRBOT_MMK2_close_the_computer/actions/ep_46/action_007340to007349.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_18/frame_002482.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_18/frame_002492.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_18/action_002482to002491.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_36/frame_005816.png,AIRBOT_MMK2_close_the_computer/images/ep_36/frame_005826.png,AIRBOT_MMK2_close_the_computer/actions/ep_36/action_005816to005825.npy
AIRBOT_MMK2_storage_tissue_paper,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_storage_tissue_paper/images/ep_42/frame_005883.png,AIRBOT_MMK2_storage_tissue_paper/images/ep_42/frame_005893.png,AIRBOT_MMK2_storage_tissue_paper/actions/ep_42/action_005883to005892.npy
G1edu-u3_place_bottle_c,,1st,G1edu-u3_place_bottle_c/images/ep_14/frame_003716.png,G1edu-u3_place_bottle_c/images/ep_14/frame_003726.png,G1edu-u3_place_bottle_c/actions/ep_14/action_003716to003725.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_24/frame_003880.png,AIRBOT_MMK2_close_the_computer/images/ep_24/frame_003890.png,AIRBOT_MMK2_close_the_computer/actions/ep_24/action_003880to003889.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_4/frame_001281.png,AIRBOT_MMK2_desktop_storage/images/ep_4/frame_001291.png,AIRBOT_MMK2_desktop_storage/actions/ep_4/action_001281to001290.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_5/frame_000935.png,G1edu-u3_put_the_bread_aw/images/ep_5/frame_000945.png,G1edu-u3_put_the_bread_aw/actions/ep_5/action_000935to000944.npy
AIRBOT_MMK2_square_arrangement,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_square_arrangement/images/ep_5/frame_000970.png,AIRBOT_MMK2_square_arrangement/images/ep_5/frame_000980.png,AIRBOT_MMK2_square_arrangement/actions/ep_5/action_000970to000979.npy
G1edu-u3_put_the_water_bottle_aq,,1st,G1edu-u3_put_the_water_bottle_aq/images/ep_17/frame_004881.png,G1edu-u3_put_the_water_bottle_aq/images/ep_17/frame_004891.png,G1edu-u3_put_the_water_bottle_aq/actions/ep_17/action_004881to004890.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_8/frame_001793.png,R1_Lite_move_the_position_of_the_cookie/images/ep_8/frame_001803.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_8/action_001793to001802.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_16/frame_002715.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_16/frame_002725.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_16/action_002715to002724.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_33/frame_005253.png,AIRBOT_MMK2_place_the_basin/images/ep_33/frame_005263.png,AIRBOT_MMK2_place_the_basin/actions/ep_33/action_005253to005262.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_7/frame_001435.png,G1edu-u3_place_metal_bowl_af/images/ep_7/frame_001445.png,G1edu-u3_place_metal_bowl_af/actions/ep_7/action_001435to001444.npy
R1_Lite_move_the_position_of_the_apple,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_apple/images/ep_21/frame_003582.png,R1_Lite_move_the_position_of_the_apple/images/ep_21/frame_003592.png,R1_Lite_move_the_position_of_the_apple/actions/ep_21/action_003582to003591.npy
G1edu-u3_put_the_lemon_on_the_plate_ah,,1st,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_6/frame_001452.png,G1edu-u3_put_the_lemon_on_the_plate_ah/images/ep_6/frame_001462.png,G1edu-u3_put_the_lemon_on_the_plate_ah/actions/ep_6/action_001452to001461.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_7/frame_001812.png,G1edu-u3_put_the_toy_ap/images/ep_7/frame_001822.png,G1edu-u3_put_the_toy_ap/actions/ep_7/action_001812to001821.npy
R1_Lite_move_the_position_of_the_cookie,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_cookie/images/ep_4/frame_000838.png,R1_Lite_move_the_position_of_the_cookie/images/ep_4/frame_000848.png,R1_Lite_move_the_position_of_the_cookie/actions/ep_4/action_000838to000847.npy
G1edu-u3_pick_leftover_food_ac,,1st,G1edu-u3_pick_leftover_food_ac/images/ep_7/frame_002725.png,G1edu-u3_pick_leftover_food_ac/images/ep_7/frame_002735.png,G1edu-u3_pick_leftover_food_ac/actions/ep_7/action_002725to002734.npy
G1edu-u3_tray_storage_lemon_a,,1st,G1edu-u3_tray_storage_lemon_a/images/ep_1/frame_000174.png,G1edu-u3_tray_storage_lemon_a/images/ep_1/frame_000184.png,G1edu-u3_tray_storage_lemon_a/actions/ep_1/action_000174to000183.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_18/frame_006294.png,G1edu-u3_pick_cup_a/images/ep_18/frame_006304.png,G1edu-u3_pick_cup_a/actions/ep_18/action_006294to006303.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_1/frame_000277.png,G1edu-u3_place_plastic_bowl_ag/images/ep_1/frame_000287.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_1/action_000277to000286.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_5/frame_001354.png,G1edu-u3_little_tray_storage_apple_b/images/ep_5/frame_001364.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_5/action_001354to001363.npy
G1edu-u3_put_the_cup_b,,1st,G1edu-u3_put_the_cup_b/images/ep_18/frame_003956.png,G1edu-u3_put_the_cup_b/images/ep_18/frame_003966.png,G1edu-u3_put_the_cup_b/actions/ep_18/action_003956to003965.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_23/frame_003152.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_23/frame_003162.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_23/action_003152to003161.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_8/frame_002026.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_8/frame_002036.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_8/action_002026to002035.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_2/frame_000489.png,G1edu-u3_put_the_toy_ap/images/ep_2/frame_000499.png,G1edu-u3_put_the_toy_ap/actions/ep_2/action_000489to000498.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_13/frame_003527.png,R1_Lite_move_the_position_of_the_spoon/images/ep_13/frame_003537.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_13/action_003527to003536.npy
G1edu-u3_little_tray_storage_apple_b,,1st,G1edu-u3_little_tray_storage_apple_b/images/ep_8/frame_002384.png,G1edu-u3_little_tray_storage_apple_b/images/ep_8/frame_002394.png,G1edu-u3_little_tray_storage_apple_b/actions/ep_8/action_002384to002393.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_22/frame_003450.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_22/frame_003460.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_22/action_003450to003459.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_49/frame_007451.png,AIRBOT_MMK2_place_the_basin/images/ep_49/frame_007461.png,AIRBOT_MMK2_place_the_basin/actions/ep_49/action_007451to007460.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_3/frame_001165.png,R1_Lite_move_the_position_of_the_spoon/images/ep_3/frame_001175.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_3/action_001165to001174.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_5/frame_001116.png,Cobot_Magic_turn_on_the_bulb/images/ep_5/frame_001126.png,Cobot_Magic_turn_on_the_bulb/actions/ep_5/action_001116to001125.npy
R1_Lite_move_the_position_of_the_spoon,galaxea_r1_lite,1st,R1_Lite_move_the_position_of_the_spoon/images/ep_14/frame_003828.png,R1_Lite_move_the_position_of_the_spoon/images/ep_14/frame_003838.png,R1_Lite_move_the_position_of_the_spoon/actions/ep_14/action_003828to003837.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_28/frame_004343.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_28/frame_004353.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_28/action_004343to004352.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_20/frame_004271.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_20/frame_004281.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_20/action_004271to004280.npy
G1edu-u3_pick_empty_bottle_ab,,1st,G1edu-u3_pick_empty_bottle_ab/images/ep_10/frame_003071.png,G1edu-u3_pick_empty_bottle_ab/images/ep_10/frame_003081.png,G1edu-u3_pick_empty_bottle_ab/actions/ep_10/action_003071to003080.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_7/frame_001079.png,AIRBOT_MMK2_potato_storage/images/ep_7/frame_001089.png,AIRBOT_MMK2_potato_storage/actions/ep_7/action_001079to001088.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_12/frame_002211.png,G1edu-u3_put_the_lemon_af/images/ep_12/frame_002221.png,G1edu-u3_put_the_lemon_af/actions/ep_12/action_002211to002220.npy
G1edu-u3_pick_up_the_toy_ai,,1st,G1edu-u3_pick_up_the_toy_ai/images/ep_5/frame_001834.png,G1edu-u3_pick_up_the_toy_ai/images/ep_5/frame_001844.png,G1edu-u3_pick_up_the_toy_ai/actions/ep_5/action_001834to001843.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_2/frame_000520.png,G1edu-u3_place_plastic_bowl_ag/images/ep_2/frame_000530.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_2/action_000520to000529.npy
G1edu-u3_pick_crumpled_paper_aa,,1st,G1edu-u3_pick_crumpled_paper_aa/images/ep_11/frame_004020.png,G1edu-u3_pick_crumpled_paper_aa/images/ep_11/frame_004030.png,G1edu-u3_pick_crumpled_paper_aa/actions/ep_11/action_004020to004029.npy
AIRBOT_MMK2_storage_tissue_paper,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_storage_tissue_paper/images/ep_30/frame_004393.png,AIRBOT_MMK2_storage_tissue_paper/images/ep_30/frame_004403.png,AIRBOT_MMK2_storage_tissue_paper/actions/ep_30/action_004393to004402.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_3/frame_000691.png,AIRBOT_MMK2_desktop_storage/images/ep_3/frame_000701.png,AIRBOT_MMK2_desktop_storage/actions/ep_3/action_000691to000700.npy
AIRBOT_MMK2_potato_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_potato_storage/images/ep_7/frame_001089.png,AIRBOT_MMK2_potato_storage/images/ep_7/frame_001099.png,AIRBOT_MMK2_potato_storage/actions/ep_7/action_001089to001098.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_7/frame_001343.png,G1edu-u3_put_the_bread_aw/images/ep_7/frame_001353.png,G1edu-u3_put_the_bread_aw/actions/ep_7/action_001343to001352.npy
AIRBOT_MMK2_place_the_small_bowl_of_canned_food,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_20/frame_003125.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/images/ep_20/frame_003135.png,AIRBOT_MMK2_place_the_small_bowl_of_canned_food/actions/ep_20/action_003125to003134.npy
AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_6/frame_001045.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/images/ep_6/frame_001055.png,AIRBOT_MMK2_place_the_pliers_and_wallpaper_knife/actions/ep_6/action_001045to001054.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_24/frame_004574.png,G1edu-u3_place_plastic_bowl_ag/images/ep_24/frame_004584.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_24/action_004574to004583.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_7/frame_001676.png,G1edu-u3_place_apple_c/images/ep_7/frame_001686.png,G1edu-u3_place_apple_c/actions/ep_7/action_001676to001685.npy
AIRBOT_MMK2_desktop_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_desktop_storage/images/ep_7/frame_001922.png,AIRBOT_MMK2_desktop_storage/images/ep_7/frame_001932.png,AIRBOT_MMK2_desktop_storage/actions/ep_7/action_001922to001931.npy
G1edu-u3_place_metal_bowl_af,,1st,G1edu-u3_place_metal_bowl_af/images/ep_5/frame_001052.png,G1edu-u3_place_metal_bowl_af/images/ep_5/frame_001062.png,G1edu-u3_place_metal_bowl_af/actions/ep_5/action_001052to001061.npy
AIRBOT_MMK2_storage_tissue_paper,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_storage_tissue_paper/images/ep_27/frame_004025.png,AIRBOT_MMK2_storage_tissue_paper/images/ep_27/frame_004035.png,AIRBOT_MMK2_storage_tissue_paper/actions/ep_27/action_004025to004034.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_9/frame_001714.png,G1edu-u3_put_the_bread_aw/images/ep_9/frame_001724.png,G1edu-u3_put_the_bread_aw/actions/ep_9/action_001714to001723.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_24/frame_005513.png,G1edu-u3_place_apple_c/images/ep_24/frame_005523.png,G1edu-u3_place_apple_c/actions/ep_24/action_005513to005522.npy
AIRBOT_MMK2_square_arrangement,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_square_arrangement/images/ep_21/frame_003124.png,AIRBOT_MMK2_square_arrangement/images/ep_21/frame_003134.png,AIRBOT_MMK2_square_arrangement/actions/ep_21/action_003124to003133.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_38/frame_006214.png,AIRBOT_MMK2_close_the_computer/images/ep_38/frame_006224.png,AIRBOT_MMK2_close_the_computer/actions/ep_38/action_006214to006223.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_12/frame_004072.png,G1edu-u3_pick_cup_a/images/ep_12/frame_004082.png,G1edu-u3_pick_cup_a/actions/ep_12/action_004072to004081.npy
AIRBOT_MMK2_cake_storage,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_cake_storage/images/ep_12/frame_001364.png,AIRBOT_MMK2_cake_storage/images/ep_12/frame_001374.png,AIRBOT_MMK2_cake_storage/actions/ep_12/action_001364to001373.npy
G1edu-u3_put_the_water_bottle_on_the_table_d,,1st,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_12/frame_002719.png,G1edu-u3_put_the_water_bottle_on_the_table_d/images/ep_12/frame_002729.png,G1edu-u3_put_the_water_bottle_on_the_table_d/actions/ep_12/action_002719to002728.npy
G1edu-u3_little_tray_storage_lemon_b,,1st,G1edu-u3_little_tray_storage_lemon_b/images/ep_4/frame_000838.png,G1edu-u3_little_tray_storage_lemon_b/images/ep_4/frame_000848.png,G1edu-u3_little_tray_storage_lemon_b/actions/ep_4/action_000838to000847.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_18/frame_006434.png,G1edu-u3_pick_cup_a/images/ep_18/frame_006444.png,G1edu-u3_pick_cup_a/actions/ep_18/action_006434to006443.npy
G1edu-u3_pick_leftover_food_ac,,1st,G1edu-u3_pick_leftover_food_ac/images/ep_10/frame_003426.png,G1edu-u3_pick_leftover_food_ac/images/ep_10/frame_003436.png,G1edu-u3_pick_leftover_food_ac/actions/ep_10/action_003426to003435.npy
leju_robot_hotel_services_ah,leju_robot,1st,leju_robot_hotel_services_ah/images/ep_12/frame_002481.png,leju_robot_hotel_services_ah/images/ep_12/frame_002491.png,leju_robot_hotel_services_ah/actions/ep_12/action_002481to002490.npy
G1edu-u3_pick_crumpled_paper_aa,,1st,G1edu-u3_pick_crumpled_paper_aa/images/ep_3/frame_001238.png,G1edu-u3_pick_crumpled_paper_aa/images/ep_3/frame_001248.png,G1edu-u3_pick_crumpled_paper_aa/actions/ep_3/action_001238to001247.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_41/frame_006289.png,AIRBOT_MMK2_place_the_basin/images/ep_41/frame_006299.png,AIRBOT_MMK2_place_the_basin/actions/ep_41/action_006289to006298.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_1/frame_000239.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_1/frame_000249.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_1/action_000239to000248.npy
G1edu-u3_place_plastic_bowl_ag,,1st,G1edu-u3_place_plastic_bowl_ag/images/ep_30/frame_005917.png,G1edu-u3_place_plastic_bowl_ag/images/ep_30/frame_005927.png,G1edu-u3_place_plastic_bowl_ag/actions/ep_30/action_005917to005926.npy
G1edu-u3_place_apple_c,,1st,G1edu-u3_place_apple_c/images/ep_4/frame_000993.png,G1edu-u3_place_apple_c/images/ep_4/frame_001003.png,G1edu-u3_place_apple_c/actions/ep_4/action_000993to001002.npy
AIRBOT_MMK2_place_the_shark_toys_and_gold_bars,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_47/frame_006060.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/images/ep_47/frame_006070.png,AIRBOT_MMK2_place_the_shark_toys_and_gold_bars/actions/ep_47/action_006060to006069.npy
AIRBOT_MMK2_mobile_car,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_mobile_car/images/ep_47/frame_006498.png,AIRBOT_MMK2_mobile_car/images/ep_47/frame_006508.png,AIRBOT_MMK2_mobile_car/actions/ep_47/action_006498to006507.npy
Cobot_Magic_turn_on_the_bulb,agilex_cobot_decoupled_magic,1st,Cobot_Magic_turn_on_the_bulb/images/ep_3/frame_000714.png,Cobot_Magic_turn_on_the_bulb/images/ep_3/frame_000724.png,Cobot_Magic_turn_on_the_bulb/actions/ep_3/action_000714to000723.npy
AIRBOT_MMK2_place_the_basin,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_place_the_basin/images/ep_42/frame_006382.png,AIRBOT_MMK2_place_the_basin/images/ep_42/frame_006392.png,AIRBOT_MMK2_place_the_basin/actions/ep_42/action_006382to006391.npy
G1edu-u3_put_the_lemon_af,,1st,G1edu-u3_put_the_lemon_af/images/ep_9/frame_001587.png,G1edu-u3_put_the_lemon_af/images/ep_9/frame_001597.png,G1edu-u3_put_the_lemon_af/actions/ep_9/action_001587to001596.npy
AIRBOT_MMK2_square_arrangement,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_square_arrangement/images/ep_6/frame_001058.png,AIRBOT_MMK2_square_arrangement/images/ep_6/frame_001068.png,AIRBOT_MMK2_square_arrangement/actions/ep_6/action_001058to001067.npy
AIRBOT_MMK2_take_down_paper_cup,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_take_down_paper_cup/images/ep_26/frame_004089.png,AIRBOT_MMK2_take_down_paper_cup/images/ep_26/frame_004099.png,AIRBOT_MMK2_take_down_paper_cup/actions/ep_26/action_004089to004098.npy
G1edu-u3_pick_up_the_toy_ai,,1st,G1edu-u3_pick_up_the_toy_ai/images/ep_8/frame_002767.png,G1edu-u3_pick_up_the_toy_ai/images/ep_8/frame_002777.png,G1edu-u3_pick_up_the_toy_ai/actions/ep_8/action_002767to002776.npy
AIRBOT_MMK2_beauty_sponge_and_cake_to_place,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_37/frame_005774.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/images/ep_37/frame_005784.png,AIRBOT_MMK2_beauty_sponge_and_cake_to_place/actions/ep_37/action_005774to005783.npy
AIRBOT_MMK2_square_arrangement,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_square_arrangement/images/ep_46/frame_006008.png,AIRBOT_MMK2_square_arrangement/images/ep_46/frame_006018.png,AIRBOT_MMK2_square_arrangement/actions/ep_46/action_006008to006017.npy
AIRBOT_MMK2_close_the_computer,discover_robotics_aitbot_mmk2,1st,AIRBOT_MMK2_close_the_computer/images/ep_25/frame_004046.png,AIRBOT_MMK2_close_the_computer/images/ep_25/frame_004056.png,AIRBOT_MMK2_close_the_computer/actions/ep_25/action_004046to004055.npy
G1edu-u3_pick_cup_a,,1st,G1edu-u3_pick_cup_a/images/ep_10/frame_003257.png,G1edu-u3_pick_cup_a/images/ep_10/frame_003267.png,G1edu-u3_pick_cup_a/actions/ep_10/action_003257to003266.npy
G1edu-u3_put_the_toy_ap,,1st,G1edu-u3_put_the_toy_ap/images/ep_2/frame_000599.png,G1edu-u3_put_the_toy_ap/images/ep_2/frame_000609.png,G1edu-u3_put_the_toy_ap/actions/ep_2/action_000599to000608.npy
G1edu-u3_put_the_bread_aw,,1st,G1edu-u3_put_the_bread_aw/images/ep_7/frame_001383.png,G1edu-u3_put_the_bread_aw/images/ep_7/frame_001393.png,G1edu-u3_put_the_bread_aw/actions/ep_7/action_001383to001392.npy
