dataset,task_id,episode_id,perspective,robot_type,src_img,tgt_img,action
task_619,619,840208,1st,a2d,task_619/images/ep_840208/frame_000585.png,task_619/images/ep_840208/frame_000630.png,task_619/actions/ep_840208/action_000585to000629.npy
task_388,388,691555,1st,a2d,task_388/images/ep_691555/frame_001170.png,task_388/images/ep_691555/frame_001215.png,task_388/actions/ep_691555/action_001170to001214.npy
task_573,573,795104,1st,a2d,task_573/images/ep_795104/frame_000810.png,task_573/images/ep_795104/frame_000855.png,task_573/actions/ep_795104/action_000810to000854.npy
task_785,785,913999,1st,a2d,task_785/images/ep_913999/frame_000945.png,task_785/images/ep_913999/frame_000990.png,task_785/actions/ep_913999/action_000945to000989.npy
task_584,584,853602,1st,a2d,task_584/images/ep_853602/frame_000900.png,task_584/images/ep_853602/frame_000945.png,task_584/actions/ep_853602/action_000900to000944.npy
task_734,734,887072,1st,a2d,task_734/images/ep_887072/frame_000540.png,task_734/images/ep_887072/frame_000585.png,task_734/actions/ep_887072/action_000540to000584.npy
task_593,593,802930,1st,a2d,task_593/images/ep_802930/frame_000945.png,task_593/images/ep_802930/frame_000990.png,task_593/actions/ep_802930/action_000945to000989.npy
task_593,593,803048,1st,a2d,task_593/images/ep_803048/frame_000495.png,task_593/images/ep_803048/frame_000540.png,task_593/actions/ep_803048/action_000495to000539.npy
task_785,785,915722,1st,a2d,task_785/images/ep_915722/frame_001485.png,task_785/images/ep_915722/frame_001530.png,task_785/actions/ep_915722/action_001485to001529.npy
task_446,446,691089,1st,a2d,task_446/images/ep_691089/frame_000675.png,task_446/images/ep_691089/frame_000720.png,task_446/actions/ep_691089/action_000675to000719.npy
task_446,446,687485,1st,a2d,task_446/images/ep_687485/frame_000045.png,task_446/images/ep_687485/frame_000090.png,task_446/actions/ep_687485/action_000045to000089.npy
task_584,584,813010,1st,a2d,task_584/images/ep_813010/frame_001035.png,task_584/images/ep_813010/frame_001080.png,task_584/actions/ep_813010/action_001035to001079.npy
task_785,785,919993,1st,a2d,task_785/images/ep_919993/frame_002835.png,task_785/images/ep_919993/frame_002880.png,task_785/actions/ep_919993/action_002835to002879.npy
task_575,575,807727,1st,a2d,task_575/images/ep_807727/frame_000540.png,task_575/images/ep_807727/frame_000585.png,task_575/actions/ep_807727/action_000540to000584.npy
task_429,429,686767,1st,a2d,task_429/images/ep_686767/frame_000360.png,task_429/images/ep_686767/frame_000405.png,task_429/actions/ep_686767/action_000360to000404.npy
task_374,374,649550,1st,a2d,task_374/images/ep_649550/frame_000225.png,task_374/images/ep_649550/frame_000270.png,task_374/actions/ep_649550/action_000225to000269.npy
task_717,717,921701,1st,a2d,task_717/images/ep_921701/frame_000450.png,task_717/images/ep_921701/frame_000495.png,task_717/actions/ep_921701/action_000450to000494.npy
task_374,374,668535,1st,a2d,task_374/images/ep_668535/frame_000135.png,task_374/images/ep_668535/frame_000180.png,task_374/actions/ep_668535/action_000135to000179.npy
task_785,785,915722,1st,a2d,task_785/images/ep_915722/frame_001710.png,task_785/images/ep_915722/frame_001755.png,task_785/actions/ep_915722/action_001710to001754.npy
task_590,590,804339,1st,a2d,task_590/images/ep_804339/frame_000045.png,task_590/images/ep_804339/frame_000090.png,task_590/actions/ep_804339/action_000045to000089.npy
task_584,584,852805,1st,a2d,task_584/images/ep_852805/frame_000810.png,task_584/images/ep_852805/frame_000855.png,task_584/actions/ep_852805/action_000810to000854.npy
task_590,590,805065,1st,a2d,task_590/images/ep_805065/frame_000045.png,task_590/images/ep_805065/frame_000090.png,task_590/actions/ep_805065/action_000045to000089.npy
task_573,573,795558,1st,a2d,task_573/images/ep_795558/frame_000855.png,task_573/images/ep_795558/frame_000900.png,task_573/actions/ep_795558/action_000855to000899.npy
task_593,593,805689,1st,a2d,task_593/images/ep_805689/frame_000675.png,task_593/images/ep_805689/frame_000720.png,task_593/actions/ep_805689/action_000675to000719.npy
task_542,542,777731,1st,a2d,task_542/images/ep_777731/frame_001485.png,task_542/images/ep_777731/frame_001530.png,task_542/actions/ep_777731/action_001485to001529.npy
task_584,584,814299,1st,a2d,task_584/images/ep_814299/frame_000585.png,task_584/images/ep_814299/frame_000630.png,task_584/actions/ep_814299/action_000585to000629.npy
task_429,429,684472,1st,a2d,task_429/images/ep_684472/frame_000090.png,task_429/images/ep_684472/frame_000135.png,task_429/actions/ep_684472/action_000090to000134.npy
task_388,388,691437,1st,a2d,task_388/images/ep_691437/frame_000720.png,task_388/images/ep_691437/frame_000765.png,task_388/actions/ep_691437/action_000720to000764.npy
task_582,582,803104,1st,a2d,task_582/images/ep_803104/frame_000135.png,task_582/images/ep_803104/frame_000180.png,task_582/actions/ep_803104/action_000135to000179.npy
task_587,587,803052,1st,a2d,task_587/images/ep_803052/frame_000720.png,task_587/images/ep_803052/frame_000765.png,task_587/actions/ep_803052/action_000720to000764.npy
task_785,785,925618,1st,a2d,task_785/images/ep_925618/frame_003690.png,task_785/images/ep_925618/frame_003735.png,task_785/actions/ep_925618/action_003690to003734.npy
task_785,785,922462,1st,a2d,task_785/images/ep_922462/frame_001260.png,task_785/images/ep_922462/frame_001305.png,task_785/actions/ep_922462/action_001260to001304.npy
task_446,446,691125,1st,a2d,task_446/images/ep_691125/frame_001035.png,task_446/images/ep_691125/frame_001080.png,task_446/actions/ep_691125/action_001035to001079.npy
task_575,575,806336,1st,a2d,task_575/images/ep_806336/frame_000540.png,task_575/images/ep_806336/frame_000585.png,task_575/actions/ep_806336/action_000540to000584.npy
task_446,446,691089,1st,a2d,task_446/images/ep_691089/frame_000720.png,task_446/images/ep_691089/frame_000765.png,task_446/actions/ep_691089/action_000720to000764.npy
task_575,575,807820,1st,a2d,task_575/images/ep_807820/frame_000360.png,task_575/images/ep_807820/frame_000405.png,task_575/actions/ep_807820/action_000360to000404.npy
task_719,719,921227,1st,a2d,task_719/images/ep_921227/frame_000585.png,task_719/images/ep_921227/frame_000630.png,task_719/actions/ep_921227/action_000585to000629.npy
task_717,717,921645,1st,a2d,task_717/images/ep_921645/frame_000135.png,task_717/images/ep_921645/frame_000180.png,task_717/actions/ep_921645/action_000135to000179.npy
task_584,584,813560,1st,a2d,task_584/images/ep_813560/frame_000180.png,task_584/images/ep_813560/frame_000225.png,task_584/actions/ep_813560/action_000180to000224.npy
task_446,446,691155,1st,a2d,task_446/images/ep_691155/frame_000270.png,task_446/images/ep_691155/frame_000315.png,task_446/actions/ep_691155/action_000270to000314.npy
task_717,717,922741,1st,a2d,task_717/images/ep_922741/frame_000000.png,task_717/images/ep_922741/frame_000045.png,task_717/actions/ep_922741/action_000000to000044.npy
task_734,734,884958,1st,a2d,task_734/images/ep_884958/frame_000360.png,task_734/images/ep_884958/frame_000405.png,task_734/actions/ep_884958/action_000360to000404.npy
task_429,429,690957,1st,a2d,task_429/images/ep_690957/frame_000315.png,task_429/images/ep_690957/frame_000360.png,task_429/actions/ep_690957/action_000315to000359.npy
task_429,429,686767,1st,a2d,task_429/images/ep_686767/frame_000270.png,task_429/images/ep_686767/frame_000315.png,task_429/actions/ep_686767/action_000270to000314.npy
task_590,590,803192,1st,a2d,task_590/images/ep_803192/frame_001125.png,task_590/images/ep_803192/frame_001170.png,task_590/actions/ep_803192/action_001125to001169.npy
task_388,388,690979,1st,a2d,task_388/images/ep_690979/frame_000630.png,task_388/images/ep_690979/frame_000675.png,task_388/actions/ep_690979/action_000630to000674.npy
task_593,593,803008,1st,a2d,task_593/images/ep_803008/frame_001035.png,task_593/images/ep_803008/frame_001080.png,task_593/actions/ep_803008/action_001035to001079.npy
task_374,374,655921,1st,a2d,task_374/images/ep_655921/frame_000630.png,task_374/images/ep_655921/frame_000675.png,task_374/actions/ep_655921/action_000630to000674.npy
task_582,582,802570,1st,a2d,task_582/images/ep_802570/frame_000450.png,task_582/images/ep_802570/frame_000495.png,task_582/actions/ep_802570/action_000450to000494.npy
task_374,374,649142,1st,a2d,task_374/images/ep_649142/frame_000225.png,task_374/images/ep_649142/frame_000270.png,task_374/actions/ep_649142/action_000225to000269.npy
task_587,587,804983,1st,a2d,task_587/images/ep_804983/frame_000270.png,task_587/images/ep_804983/frame_000315.png,task_587/actions/ep_804983/action_000270to000314.npy
task_717,717,873505,1st,a2d,task_717/images/ep_873505/frame_000450.png,task_717/images/ep_873505/frame_000495.png,task_717/actions/ep_873505/action_000450to000494.npy
task_785,785,919513,1st,a2d,task_785/images/ep_919513/frame_003330.png,task_785/images/ep_919513/frame_003375.png,task_785/actions/ep_919513/action_003330to003374.npy
task_374,374,649142,1st,a2d,task_374/images/ep_649142/frame_000450.png,task_374/images/ep_649142/frame_000495.png,task_374/actions/ep_649142/action_000450to000494.npy
task_719,719,873926,1st,a2d,task_719/images/ep_873926/frame_000675.png,task_719/images/ep_873926/frame_000720.png,task_719/actions/ep_873926/action_000675to000719.npy
task_717,717,876707,1st,a2d,task_717/images/ep_876707/frame_000720.png,task_717/images/ep_876707/frame_000765.png,task_717/actions/ep_876707/action_000720to000764.npy
task_590,590,803729,1st,a2d,task_590/images/ep_803729/frame_000675.png,task_590/images/ep_803729/frame_000720.png,task_590/actions/ep_803729/action_000675to000719.npy
task_734,734,886492,1st,a2d,task_734/images/ep_886492/frame_000225.png,task_734/images/ep_886492/frame_000270.png,task_734/actions/ep_886492/action_000225to000269.npy
task_573,573,795168,1st,a2d,task_573/images/ep_795168/frame_000765.png,task_573/images/ep_795168/frame_000810.png,task_573/actions/ep_795168/action_000765to000809.npy
task_374,374,648560,1st,a2d,task_374/images/ep_648560/frame_000090.png,task_374/images/ep_648560/frame_000135.png,task_374/actions/ep_648560/action_000090to000134.npy
task_582,582,803170,1st,a2d,task_582/images/ep_803170/frame_000135.png,task_582/images/ep_803170/frame_000180.png,task_582/actions/ep_803170/action_000135to000179.npy
task_619,619,840138,1st,a2d,task_619/images/ep_840138/frame_000720.png,task_619/images/ep_840138/frame_000765.png,task_619/actions/ep_840138/action_000720to000764.npy
task_593,593,845813,1st,a2d,task_593/images/ep_845813/frame_000225.png,task_593/images/ep_845813/frame_000270.png,task_593/actions/ep_845813/action_000225to000269.npy
task_542,542,776103,1st,a2d,task_542/images/ep_776103/frame_001665.png,task_542/images/ep_776103/frame_001710.png,task_542/actions/ep_776103/action_001665to001709.npy
task_717,717,921645,1st,a2d,task_717/images/ep_921645/frame_000765.png,task_717/images/ep_921645/frame_000810.png,task_717/actions/ep_921645/action_000765to000809.npy
task_429,429,690948,1st,a2d,task_429/images/ep_690948/frame_001125.png,task_429/images/ep_690948/frame_001170.png,task_429/actions/ep_690948/action_001125to001169.npy
task_446,446,687682,1st,a2d,task_446/images/ep_687682/frame_001260.png,task_446/images/ep_687682/frame_001305.png,task_446/actions/ep_687682/action_001260to001304.npy
task_573,573,795556,1st,a2d,task_573/images/ep_795556/frame_001035.png,task_573/images/ep_795556/frame_001080.png,task_573/actions/ep_795556/action_001035to001079.npy
task_388,388,691564,1st,a2d,task_388/images/ep_691564/frame_000450.png,task_388/images/ep_691564/frame_000495.png,task_388/actions/ep_691564/action_000450to000494.npy
task_587,587,803677,1st,a2d,task_587/images/ep_803677/frame_000630.png,task_587/images/ep_803677/frame_000675.png,task_587/actions/ep_803677/action_000630to000674.npy
task_593,593,804004,1st,a2d,task_593/images/ep_804004/frame_000630.png,task_593/images/ep_804004/frame_000675.png,task_593/actions/ep_804004/action_000630to000674.npy
task_593,593,802894,1st,a2d,task_593/images/ep_802894/frame_001170.png,task_593/images/ep_802894/frame_001215.png,task_593/actions/ep_802894/action_001170to001214.npy
task_542,542,778680,1st,a2d,task_542/images/ep_778680/frame_000945.png,task_542/images/ep_778680/frame_000990.png,task_542/actions/ep_778680/action_000945to000989.npy
task_542,542,778402,1st,a2d,task_542/images/ep_778402/frame_001305.png,task_542/images/ep_778402/frame_001350.png,task_542/actions/ep_778402/action_001305to001349.npy
task_582,582,802989,1st,a2d,task_582/images/ep_802989/frame_000180.png,task_582/images/ep_802989/frame_000225.png,task_582/actions/ep_802989/action_000180to000224.npy
task_542,542,778198,1st,a2d,task_542/images/ep_778198/frame_001080.png,task_542/images/ep_778198/frame_001125.png,task_542/actions/ep_778198/action_001080to001124.npy
task_567,567,800717,1st,a2d,task_567/images/ep_800717/frame_000315.png,task_567/images/ep_800717/frame_000360.png,task_567/actions/ep_800717/action_000315to000359.npy
task_717,717,921857,1st,a2d,task_717/images/ep_921857/frame_000450.png,task_717/images/ep_921857/frame_000495.png,task_717/actions/ep_921857/action_000450to000494.npy
task_587,587,803309,1st,a2d,task_587/images/ep_803309/frame_000720.png,task_587/images/ep_803309/frame_000765.png,task_587/actions/ep_803309/action_000720to000764.npy
task_584,584,813560,1st,a2d,task_584/images/ep_813560/frame_000405.png,task_584/images/ep_813560/frame_000450.png,task_584/actions/ep_813560/action_000405to000449.npy
task_542,542,770853,1st,a2d,task_542/images/ep_770853/frame_000450.png,task_542/images/ep_770853/frame_000495.png,task_542/actions/ep_770853/action_000450to000494.npy
task_429,429,686882,1st,a2d,task_429/images/ep_686882/frame_000765.png,task_429/images/ep_686882/frame_000810.png,task_429/actions/ep_686882/action_000765to000809.npy
task_734,734,886540,1st,a2d,task_734/images/ep_886540/frame_000270.png,task_734/images/ep_886540/frame_000315.png,task_734/actions/ep_886540/action_000270to000314.npy
task_429,429,686714,1st,a2d,task_429/images/ep_686714/frame_001395.png,task_429/images/ep_686714/frame_001440.png,task_429/actions/ep_686714/action_001395to001439.npy
task_446,446,691172,1st,a2d,task_446/images/ep_691172/frame_001350.png,task_446/images/ep_691172/frame_001395.png,task_446/actions/ep_691172/action_001350to001394.npy
task_374,374,669283,1st,a2d,task_374/images/ep_669283/frame_000270.png,task_374/images/ep_669283/frame_000315.png,task_374/actions/ep_669283/action_000270to000314.npy
task_374,374,649060,1st,a2d,task_374/images/ep_649060/frame_000495.png,task_374/images/ep_649060/frame_000540.png,task_374/actions/ep_649060/action_000495to000539.npy
task_582,582,803571,1st,a2d,task_582/images/ep_803571/frame_000630.png,task_582/images/ep_803571/frame_000675.png,task_582/actions/ep_803571/action_000630to000674.npy
task_717,717,872424,1st,a2d,task_717/images/ep_872424/frame_000720.png,task_717/images/ep_872424/frame_000765.png,task_717/actions/ep_872424/action_000720to000764.npy
task_582,582,802816,1st,a2d,task_582/images/ep_802816/frame_000000.png,task_582/images/ep_802816/frame_000045.png,task_582/actions/ep_802816/action_000000to000044.npy
task_734,734,885386,1st,a2d,task_734/images/ep_885386/frame_000090.png,task_734/images/ep_885386/frame_000135.png,task_734/actions/ep_885386/action_000090to000134.npy
task_593,593,802661,1st,a2d,task_593/images/ep_802661/frame_000090.png,task_593/images/ep_802661/frame_000135.png,task_593/actions/ep_802661/action_000090to000134.npy
task_573,573,795563,1st,a2d,task_573/images/ep_795563/frame_001260.png,task_573/images/ep_795563/frame_001305.png,task_573/actions/ep_795563/action_001260to001304.npy
task_542,542,777761,1st,a2d,task_542/images/ep_777761/frame_000225.png,task_542/images/ep_777761/frame_000270.png,task_542/actions/ep_777761/action_000225to000269.npy
task_573,573,795660,1st,a2d,task_573/images/ep_795660/frame_001305.png,task_573/images/ep_795660/frame_001350.png,task_573/actions/ep_795660/action_001305to001349.npy
task_582,582,804973,1st,a2d,task_582/images/ep_804973/frame_000450.png,task_582/images/ep_804973/frame_000495.png,task_582/actions/ep_804973/action_000450to000494.npy
task_604,604,854127,1st,a2d,task_604/images/ep_854127/frame_001620.png,task_604/images/ep_854127/frame_001665.png,task_604/actions/ep_854127/action_001620to001664.npy
task_582,582,802311,1st,a2d,task_582/images/ep_802311/frame_000315.png,task_582/images/ep_802311/frame_000360.png,task_582/actions/ep_802311/action_000315to000359.npy
task_734,734,886664,1st,a2d,task_734/images/ep_886664/frame_000315.png,task_734/images/ep_886664/frame_000360.png,task_734/actions/ep_886664/action_000315to000359.npy
task_734,734,886677,1st,a2d,task_734/images/ep_886677/frame_000225.png,task_734/images/ep_886677/frame_000270.png,task_734/actions/ep_886677/action_000225to000269.npy
task_582,582,802608,1st,a2d,task_582/images/ep_802608/frame_000270.png,task_582/images/ep_802608/frame_000315.png,task_582/actions/ep_802608/action_000270to000314.npy
task_734,734,891062,1st,a2d,task_734/images/ep_891062/frame_000045.png,task_734/images/ep_891062/frame_000090.png,task_734/actions/ep_891062/action_000045to000089.npy
task_604,604,853863,1st,a2d,task_604/images/ep_853863/frame_001530.png,task_604/images/ep_853863/frame_001575.png,task_604/actions/ep_853863/action_001530to001574.npy
task_374,374,648883,1st,a2d,task_374/images/ep_648883/frame_000090.png,task_374/images/ep_648883/frame_000135.png,task_374/actions/ep_648883/action_000090to000134.npy
task_374,374,649032,1st,a2d,task_374/images/ep_649032/frame_000315.png,task_374/images/ep_649032/frame_000360.png,task_374/actions/ep_649032/action_000315to000359.npy
task_584,584,813185,1st,a2d,task_584/images/ep_813185/frame_000180.png,task_584/images/ep_813185/frame_000225.png,task_584/actions/ep_813185/action_000180to000224.npy
task_719,719,927802,1st,a2d,task_719/images/ep_927802/frame_000540.png,task_719/images/ep_927802/frame_000585.png,task_719/actions/ep_927802/action_000540to000584.npy
task_619,619,840141,1st,a2d,task_619/images/ep_840141/frame_000360.png,task_619/images/ep_840141/frame_000405.png,task_619/actions/ep_840141/action_000360to000404.npy
task_717,717,922234,1st,a2d,task_717/images/ep_922234/frame_000540.png,task_717/images/ep_922234/frame_000585.png,task_717/actions/ep_922234/action_000540to000584.npy
task_785,785,916009,1st,a2d,task_785/images/ep_916009/frame_001125.png,task_785/images/ep_916009/frame_001170.png,task_785/actions/ep_916009/action_001125to001169.npy
task_575,575,807355,1st,a2d,task_575/images/ep_807355/frame_000360.png,task_575/images/ep_807355/frame_000405.png,task_575/actions/ep_807355/action_000360to000404.npy
task_619,619,839723,1st,a2d,task_619/images/ep_839723/frame_000720.png,task_619/images/ep_839723/frame_000765.png,task_619/actions/ep_839723/action_000720to000764.npy
task_446,446,691039,1st,a2d,task_446/images/ep_691039/frame_001125.png,task_446/images/ep_691039/frame_001170.png,task_446/actions/ep_691039/action_001125to001169.npy
task_582,582,803785,1st,a2d,task_582/images/ep_803785/frame_000450.png,task_582/images/ep_803785/frame_000495.png,task_582/actions/ep_803785/action_000450to000494.npy
task_573,573,795731,1st,a2d,task_573/images/ep_795731/frame_000225.png,task_573/images/ep_795731/frame_000270.png,task_573/actions/ep_795731/action_000225to000269.npy
task_542,542,776377,1st,a2d,task_542/images/ep_776377/frame_000765.png,task_542/images/ep_776377/frame_000810.png,task_542/actions/ep_776377/action_000765to000809.npy
task_582,582,804806,1st,a2d,task_582/images/ep_804806/frame_000450.png,task_582/images/ep_804806/frame_000495.png,task_582/actions/ep_804806/action_000450to000494.npy
task_717,717,921964,1st,a2d,task_717/images/ep_921964/frame_000225.png,task_717/images/ep_921964/frame_000270.png,task_717/actions/ep_921964/action_000225to000269.npy
task_619,619,839798,1st,a2d,task_619/images/ep_839798/frame_000495.png,task_619/images/ep_839798/frame_000540.png,task_619/actions/ep_839798/action_000495to000539.npy
task_719,719,870677,1st,a2d,task_719/images/ep_870677/frame_000045.png,task_719/images/ep_870677/frame_000090.png,task_719/actions/ep_870677/action_000045to000089.npy
task_582,582,805113,1st,a2d,task_582/images/ep_805113/frame_000000.png,task_582/images/ep_805113/frame_000045.png,task_582/actions/ep_805113/action_000000to000044.npy
task_374,374,649451,1st,a2d,task_374/images/ep_649451/frame_000090.png,task_374/images/ep_649451/frame_000135.png,task_374/actions/ep_649451/action_000090to000134.npy
task_717,717,872940,1st,a2d,task_717/images/ep_872940/frame_000180.png,task_717/images/ep_872940/frame_000225.png,task_717/actions/ep_872940/action_000180to000224.npy
task_542,542,771497,1st,a2d,task_542/images/ep_771497/frame_000495.png,task_542/images/ep_771497/frame_000540.png,task_542/actions/ep_771497/action_000495to000539.npy
task_584,584,853596,1st,a2d,task_584/images/ep_853596/frame_001260.png,task_584/images/ep_853596/frame_001305.png,task_584/actions/ep_853596/action_001260to001304.npy
task_582,582,805421,1st,a2d,task_582/images/ep_805421/frame_000450.png,task_582/images/ep_805421/frame_000495.png,task_582/actions/ep_805421/action_000450to000494.npy
task_374,374,649388,1st,a2d,task_374/images/ep_649388/frame_000000.png,task_374/images/ep_649388/frame_000045.png,task_374/actions/ep_649388/action_000000to000044.npy
task_446,446,687527,1st,a2d,task_446/images/ep_687527/frame_000765.png,task_446/images/ep_687527/frame_000810.png,task_446/actions/ep_687527/action_000765to000809.npy
task_619,619,839891,1st,a2d,task_619/images/ep_839891/frame_000270.png,task_619/images/ep_839891/frame_000315.png,task_619/actions/ep_839891/action_000270to000314.npy
task_542,542,778175,1st,a2d,task_542/images/ep_778175/frame_000180.png,task_542/images/ep_778175/frame_000225.png,task_542/actions/ep_778175/action_000180to000224.npy
task_619,619,839416,1st,a2d,task_619/images/ep_839416/frame_000540.png,task_619/images/ep_839416/frame_000585.png,task_619/actions/ep_839416/action_000540to000584.npy
task_573,573,795660,1st,a2d,task_573/images/ep_795660/frame_000765.png,task_573/images/ep_795660/frame_000810.png,task_573/actions/ep_795660/action_000765to000809.npy
task_785,785,915287,1st,a2d,task_785/images/ep_915287/frame_001935.png,task_785/images/ep_915287/frame_001980.png,task_785/actions/ep_915287/action_001935to001979.npy
task_584,584,852461,1st,a2d,task_584/images/ep_852461/frame_001395.png,task_584/images/ep_852461/frame_001440.png,task_584/actions/ep_852461/action_001395to001439.npy
task_590,590,805050,1st,a2d,task_590/images/ep_805050/frame_001035.png,task_590/images/ep_805050/frame_001080.png,task_590/actions/ep_805050/action_001035to001079.npy
task_573,573,795941,1st,a2d,task_573/images/ep_795941/frame_001035.png,task_573/images/ep_795941/frame_001080.png,task_573/actions/ep_795941/action_001035to001079.npy
task_719,719,873650,1st,a2d,task_719/images/ep_873650/frame_000090.png,task_719/images/ep_873650/frame_000135.png,task_719/actions/ep_873650/action_000090to000134.npy
task_567,567,801790,1st,a2d,task_567/images/ep_801790/frame_000630.png,task_567/images/ep_801790/frame_000675.png,task_567/actions/ep_801790/action_000630to000674.npy
task_567,567,798516,1st,a2d,task_567/images/ep_798516/frame_000225.png,task_567/images/ep_798516/frame_000270.png,task_567/actions/ep_798516/action_000225to000269.npy
task_593,593,803561,1st,a2d,task_593/images/ep_803561/frame_000900.png,task_593/images/ep_803561/frame_000945.png,task_593/actions/ep_803561/action_000900to000944.npy
task_567,567,799156,1st,a2d,task_567/images/ep_799156/frame_000225.png,task_567/images/ep_799156/frame_000270.png,task_567/actions/ep_799156/action_000225to000269.npy
task_587,587,805079,1st,a2d,task_587/images/ep_805079/frame_000540.png,task_587/images/ep_805079/frame_000585.png,task_587/actions/ep_805079/action_000540to000584.npy
task_429,429,690789,1st,a2d,task_429/images/ep_690789/frame_001125.png,task_429/images/ep_690789/frame_001170.png,task_429/actions/ep_690789/action_001125to001169.npy
task_567,567,797793,1st,a2d,task_567/images/ep_797793/frame_000180.png,task_567/images/ep_797793/frame_000225.png,task_567/actions/ep_797793/action_000180to000224.npy
task_604,604,853863,1st,a2d,task_604/images/ep_853863/frame_002070.png,task_604/images/ep_853863/frame_002115.png,task_604/actions/ep_853863/action_002070to002114.npy
task_582,582,802857,1st,a2d,task_582/images/ep_802857/frame_000000.png,task_582/images/ep_802857/frame_000045.png,task_582/actions/ep_802857/action_000000to000044.npy
task_542,542,776837,1st,a2d,task_542/images/ep_776837/frame_001035.png,task_542/images/ep_776837/frame_001080.png,task_542/actions/ep_776837/action_001035to001079.npy
task_590,590,803601,1st,a2d,task_590/images/ep_803601/frame_000720.png,task_590/images/ep_803601/frame_000765.png,task_590/actions/ep_803601/action_000720to000764.npy
task_429,429,686714,1st,a2d,task_429/images/ep_686714/frame_000180.png,task_429/images/ep_686714/frame_000225.png,task_429/actions/ep_686714/action_000180to000224.npy
task_388,388,691437,1st,a2d,task_388/images/ep_691437/frame_000045.png,task_388/images/ep_691437/frame_000090.png,task_388/actions/ep_691437/action_000045to000089.npy
task_719,719,876721,1st,a2d,task_719/images/ep_876721/frame_000135.png,task_719/images/ep_876721/frame_000180.png,task_719/actions/ep_876721/action_000135to000179.npy
task_785,785,922076,1st,a2d,task_785/images/ep_922076/frame_003105.png,task_785/images/ep_922076/frame_003150.png,task_785/actions/ep_922076/action_003105to003149.npy
task_446,446,690962,1st,a2d,task_446/images/ep_690962/frame_000315.png,task_446/images/ep_690962/frame_000360.png,task_446/actions/ep_690962/action_000315to000359.npy
task_717,717,922197,1st,a2d,task_717/images/ep_922197/frame_000900.png,task_717/images/ep_922197/frame_000945.png,task_717/actions/ep_922197/action_000900to000944.npy
task_587,587,803677,1st,a2d,task_587/images/ep_803677/frame_000495.png,task_587/images/ep_803677/frame_000540.png,task_587/actions/ep_803677/action_000495to000539.npy
task_604,604,854127,1st,a2d,task_604/images/ep_854127/frame_000360.png,task_604/images/ep_854127/frame_000405.png,task_604/actions/ep_854127/action_000360to000404.npy
task_388,388,691233,1st,a2d,task_388/images/ep_691233/frame_000675.png,task_388/images/ep_691233/frame_000720.png,task_388/actions/ep_691233/action_000675to000719.npy
task_567,567,798315,1st,a2d,task_567/images/ep_798315/frame_000000.png,task_567/images/ep_798315/frame_000045.png,task_567/actions/ep_798315/action_000000to000044.npy
task_587,587,804602,1st,a2d,task_587/images/ep_804602/frame_001035.png,task_587/images/ep_804602/frame_001080.png,task_587/actions/ep_804602/action_001035to001079.npy
task_604,604,855064,1st,a2d,task_604/images/ep_855064/frame_000675.png,task_604/images/ep_855064/frame_000720.png,task_604/actions/ep_855064/action_000675to000719.npy
task_374,374,668587,1st,a2d,task_374/images/ep_668587/frame_000180.png,task_374/images/ep_668587/frame_000225.png,task_374/actions/ep_668587/action_000180to000224.npy
task_587,587,803845,1st,a2d,task_587/images/ep_803845/frame_001170.png,task_587/images/ep_803845/frame_001215.png,task_587/actions/ep_803845/action_001170to001214.npy
task_785,785,922462,1st,a2d,task_785/images/ep_922462/frame_000540.png,task_785/images/ep_922462/frame_000585.png,task_785/actions/ep_922462/action_000540to000584.npy
task_446,446,687593,1st,a2d,task_446/images/ep_687593/frame_000180.png,task_446/images/ep_687593/frame_000225.png,task_446/actions/ep_687593/action_000180to000224.npy
task_542,542,778001,1st,a2d,task_542/images/ep_778001/frame_001485.png,task_542/images/ep_778001/frame_001530.png,task_542/actions/ep_778001/action_001485to001529.npy
task_619,619,839498,1st,a2d,task_619/images/ep_839498/frame_000000.png,task_619/images/ep_839498/frame_000045.png,task_619/actions/ep_839498/action_000000to000044.npy
task_573,573,795974,1st,a2d,task_573/images/ep_795974/frame_000090.png,task_573/images/ep_795974/frame_000135.png,task_573/actions/ep_795974/action_000090to000134.npy
task_567,567,798234,1st,a2d,task_567/images/ep_798234/frame_000090.png,task_567/images/ep_798234/frame_000135.png,task_567/actions/ep_798234/action_000090to000134.npy
task_734,734,884673,1st,a2d,task_734/images/ep_884673/frame_000000.png,task_734/images/ep_884673/frame_000045.png,task_734/actions/ep_884673/action_000000to000044.npy
task_388,388,691692,1st,a2d,task_388/images/ep_691692/frame_000765.png,task_388/images/ep_691692/frame_000810.png,task_388/actions/ep_691692/action_000765to000809.npy
task_719,719,927724,1st,a2d,task_719/images/ep_927724/frame_000000.png,task_719/images/ep_927724/frame_000045.png,task_719/actions/ep_927724/action_000000to000044.npy
task_429,429,690908,1st,a2d,task_429/images/ep_690908/frame_000810.png,task_429/images/ep_690908/frame_000855.png,task_429/actions/ep_690908/action_000810to000854.npy
task_582,582,803149,1st,a2d,task_582/images/ep_803149/frame_000450.png,task_582/images/ep_803149/frame_000495.png,task_582/actions/ep_803149/action_000450to000494.npy
task_582,582,805568,1st,a2d,task_582/images/ep_805568/frame_000180.png,task_582/images/ep_805568/frame_000225.png,task_582/actions/ep_805568/action_000180to000224.npy
