dataset,type,perspective,src_img,src_state,tgt_img,tgt_state,action
VLABench,robot,3rd,images/ep_371/frame_042499.png,states/ep_371/state_042499.npy,images/ep_371/frame_042529.png,states/ep_371/state_042529.npy,actions/ep_371/action_042499to042528.npy
VLABench,robot,3rd,images/ep_4577/frame_527300.png,states/ep_4577/state_527300.npy,images/ep_4577/frame_527330.png,states/ep_4577/state_527330.npy,actions/ep_4577/action_527300to527329.npy
VLABench,robot,3rd,images/ep_4279/frame_491077.png,states/ep_4279/state_491077.npy,images/ep_4279/frame_491107.png,states/ep_4279/state_491107.npy,actions/ep_4279/action_491077to491106.npy
VLABench,robot,3rd,images/ep_780/frame_088958.png,states/ep_780/state_088958.npy,images/ep_780/frame_088988.png,states/ep_780/state_088988.npy,actions/ep_780/action_088958to088987.npy
VLABench,robot,3rd,images/ep_4126/frame_474245.png,states/ep_4126/state_474245.npy,images/ep_4126/frame_474275.png,states/ep_4126/state_474275.npy,actions/ep_4126/action_474245to474274.npy
VLABench,robot,3rd,images/ep_1039/frame_118430.png,states/ep_1039/state_118430.npy,images/ep_1039/frame_118460.png,states/ep_1039/state_118460.npy,actions/ep_1039/action_118430to118459.npy
VLABench,robot,3rd,images/ep_1643/frame_188111.png,states/ep_1643/state_188111.npy,images/ep_1643/frame_188141.png,states/ep_1643/state_188141.npy,actions/ep_1643/action_188111to188140.npy
VLABench,robot,3rd,images/ep_4106/frame_472035.png,states/ep_4106/state_472035.npy,images/ep_4106/frame_472065.png,states/ep_4106/state_472065.npy,actions/ep_4106/action_472035to472064.npy
VLABench,robot,3rd,images/ep_4974/frame_572176.png,states/ep_4974/state_572176.npy,images/ep_4974/frame_572206.png,states/ep_4974/state_572206.npy,actions/ep_4974/action_572176to572205.npy
VLABench,robot,3rd,images/ep_2356/frame_270240.png,states/ep_2356/state_270240.npy,images/ep_2356/frame_270270.png,states/ep_2356/state_270270.npy,actions/ep_2356/action_270240to270269.npy
VLABench,robot,3rd,images/ep_3994/frame_459473.png,states/ep_3994/state_459473.npy,images/ep_3994/frame_459503.png,states/ep_3994/state_459503.npy,actions/ep_3994/action_459473to459502.npy
VLABench,robot,3rd,images/ep_1953/frame_224657.png,states/ep_1953/state_224657.npy,images/ep_1953/frame_224687.png,states/ep_1953/state_224687.npy,actions/ep_1953/action_224657to224686.npy
VLABench,robot,3rd,images/ep_4633/frame_533704.png,states/ep_4633/state_533704.npy,images/ep_4633/frame_533734.png,states/ep_4633/state_533734.npy,actions/ep_4633/action_533704to533733.npy
VLABench,robot,3rd,images/ep_1441/frame_164156.png,states/ep_1441/state_164156.npy,images/ep_1441/frame_164186.png,states/ep_1441/state_164186.npy,actions/ep_1441/action_164156to164185.npy
VLABench,robot,3rd,images/ep_4413/frame_507846.png,states/ep_4413/state_507846.npy,images/ep_4413/frame_507876.png,states/ep_4413/state_507876.npy,actions/ep_4413/action_507846to507875.npy
VLABench,robot,3rd,images/ep_3853/frame_442642.png,states/ep_3853/state_442642.npy,images/ep_3853/frame_442672.png,states/ep_3853/state_442672.npy,actions/ep_3853/action_442642to442671.npy
VLABench,robot,3rd,images/ep_2607/frame_299365.png,states/ep_2607/state_299365.npy,images/ep_2607/frame_299395.png,states/ep_2607/state_299395.npy,actions/ep_2607/action_299365to299394.npy
VLABench,robot,3rd,images/ep_1981/frame_227982.png,states/ep_1981/state_227982.npy,images/ep_1981/frame_228012.png,states/ep_1981/state_228012.npy,actions/ep_1981/action_227982to228011.npy
VLABench,robot,3rd,images/ep_2120/frame_243674.png,states/ep_2120/state_243674.npy,images/ep_2120/frame_243704.png,states/ep_2120/state_243704.npy,actions/ep_2120/action_243674to243703.npy
VLABench,robot,3rd,images/ep_1039/frame_118460.png,states/ep_1039/state_118460.npy,images/ep_1039/frame_118490.png,states/ep_1039/state_118490.npy,actions/ep_1039/action_118460to118489.npy
VLABench,robot,3rd,images/ep_364/frame_041791.png,states/ep_364/state_041791.npy,images/ep_364/frame_041821.png,states/ep_364/state_041821.npy,actions/ep_364/action_041791to041820.npy
VLABench,robot,3rd,images/ep_1519/frame_173238.png,states/ep_1519/state_173238.npy,images/ep_1519/frame_173268.png,states/ep_1519/state_173268.npy,actions/ep_1519/action_173238to173267.npy
VLABench,robot,3rd,images/ep_4657/frame_536200.png,states/ep_4657/state_536200.npy,images/ep_4657/frame_536230.png,states/ep_4657/state_536230.npy,actions/ep_4657/action_536200to536229.npy
VLABench,robot,3rd,images/ep_1487/frame_169450.png,states/ep_1487/state_169450.npy,images/ep_1487/frame_169480.png,states/ep_1487/state_169480.npy,actions/ep_1487/action_169450to169479.npy
VLABench,robot,3rd,images/ep_4755/frame_547539.png,states/ep_4755/state_547539.npy,images/ep_4755/frame_547569.png,states/ep_4755/state_547569.npy,actions/ep_4755/action_547539to547568.npy
VLABench,robot,3rd,images/ep_1951/frame_224297.png,states/ep_1951/state_224297.npy,images/ep_1951/frame_224327.png,states/ep_1951/state_224327.npy,actions/ep_1951/action_224297to224326.npy
VLABench,robot,3rd,images/ep_1796/frame_206016.png,states/ep_1796/state_206016.npy,images/ep_1796/frame_206046.png,states/ep_1796/state_206046.npy,actions/ep_1796/action_206016to206045.npy
VLABench,robot,3rd,images/ep_2691/frame_308974.png,states/ep_2691/state_308974.npy,images/ep_2691/frame_309004.png,states/ep_2691/state_309004.npy,actions/ep_2691/action_308974to309003.npy
VLABench,robot,3rd,images/ep_2462/frame_283016.png,states/ep_2462/state_283016.npy,images/ep_2462/frame_283046.png,states/ep_2462/state_283046.npy,actions/ep_2462/action_283016to283045.npy
VLABench,robot,3rd,images/ep_4166/frame_478601.png,states/ep_4166/state_478601.npy,images/ep_4166/frame_478631.png,states/ep_4166/state_478631.npy,actions/ep_4166/action_478601to478630.npy
VLABench,robot,3rd,images/ep_179/frame_020691.png,states/ep_179/state_020691.npy,images/ep_179/frame_020721.png,states/ep_179/state_020721.npy,actions/ep_179/action_020691to020720.npy
VLABench,robot,3rd,images/ep_4738/frame_545861.png,states/ep_4738/state_545861.npy,images/ep_4738/frame_545891.png,states/ep_4738/state_545891.npy,actions/ep_4738/action_545861to545890.npy
VLABench,robot,3rd,images/ep_1647/frame_188572.png,states/ep_1647/state_188572.npy,images/ep_1647/frame_188602.png,states/ep_1647/state_188602.npy,actions/ep_1647/action_188572to188601.npy
VLABench,robot,3rd,images/ep_3653/frame_419099.png,states/ep_3653/state_419099.npy,images/ep_3653/frame_419129.png,states/ep_3653/state_419129.npy,actions/ep_3653/action_419099to419128.npy
VLABench,robot,3rd,images/ep_2652/frame_304543.png,states/ep_2652/state_304543.npy,images/ep_2652/frame_304573.png,states/ep_2652/state_304573.npy,actions/ep_2652/action_304543to304572.npy
VLABench,robot,3rd,images/ep_1141/frame_129915.png,states/ep_1141/state_129915.npy,images/ep_1141/frame_129945.png,states/ep_1141/state_129945.npy,actions/ep_1141/action_129915to129944.npy
VLABench,robot,3rd,images/ep_4591/frame_529011.png,states/ep_4591/state_529011.npy,images/ep_4591/frame_529041.png,states/ep_4591/state_529041.npy,actions/ep_4591/action_529011to529040.npy
VLABench,robot,3rd,images/ep_706/frame_080560.png,states/ep_706/state_080560.npy,images/ep_706/frame_080590.png,states/ep_706/state_080590.npy,actions/ep_706/action_080560to080589.npy
VLABench,robot,3rd,images/ep_1343/frame_152720.png,states/ep_1343/state_152720.npy,images/ep_1343/frame_152750.png,states/ep_1343/state_152750.npy,actions/ep_1343/action_152720to152749.npy
VLABench,robot,3rd,images/ep_1085/frame_123733.png,states/ep_1085/state_123733.npy,images/ep_1085/frame_123763.png,states/ep_1085/state_123763.npy,actions/ep_1085/action_123733to123762.npy
VLABench,robot,3rd,images/ep_4476/frame_515417.png,states/ep_4476/state_515417.npy,images/ep_4476/frame_515447.png,states/ep_4476/state_515447.npy,actions/ep_4476/action_515417to515446.npy
VLABench,robot,3rd,images/ep_4122/frame_473897.png,states/ep_4122/state_473897.npy,images/ep_4122/frame_473927.png,states/ep_4122/state_473927.npy,actions/ep_4122/action_473897to473926.npy
VLABench,robot,3rd,images/ep_1543/frame_175865.png,states/ep_1543/state_175865.npy,images/ep_1543/frame_175895.png,states/ep_1543/state_175895.npy,actions/ep_1543/action_175865to175894.npy
VLABench,robot,3rd,images/ep_857/frame_097911.png,states/ep_857/state_097911.npy,images/ep_857/frame_097941.png,states/ep_857/state_097941.npy,actions/ep_857/action_097911to097940.npy
VLABench,robot,3rd,images/ep_4574/frame_526895.png,states/ep_4574/state_526895.npy,images/ep_4574/frame_526925.png,states/ep_4574/state_526925.npy,actions/ep_4574/action_526895to526924.npy
VLABench,robot,3rd,images/ep_2166/frame_248989.png,states/ep_2166/state_248989.npy,images/ep_2166/frame_249019.png,states/ep_2166/state_249019.npy,actions/ep_2166/action_248989to249018.npy
VLABench,robot,3rd,images/ep_937/frame_107011.png,states/ep_937/state_107011.npy,images/ep_937/frame_107041.png,states/ep_937/state_107041.npy,actions/ep_937/action_107011to107040.npy
VLABench,robot,3rd,images/ep_3648/frame_418413.png,states/ep_3648/state_418413.npy,images/ep_3648/frame_418443.png,states/ep_3648/state_418443.npy,actions/ep_3648/action_418413to418442.npy
VLABench,robot,3rd,images/ep_2293/frame_263154.png,states/ep_2293/state_263154.npy,images/ep_2293/frame_263184.png,states/ep_2293/state_263184.npy,actions/ep_2293/action_263154to263183.npy
VLABench,robot,3rd,images/ep_3588/frame_411790.png,states/ep_3588/state_411790.npy,images/ep_3588/frame_411820.png,states/ep_3588/state_411820.npy,actions/ep_3588/action_411790to411819.npy
VLABench,robot,3rd,images/ep_1672/frame_191165.png,states/ep_1672/state_191165.npy,images/ep_1672/frame_191195.png,states/ep_1672/state_191195.npy,actions/ep_1672/action_191165to191194.npy
VLABench,robot,3rd,images/ep_1850/frame_212342.png,states/ep_1850/state_212342.npy,images/ep_1850/frame_212372.png,states/ep_1850/state_212372.npy,actions/ep_1850/action_212342to212371.npy
VLABench,robot,3rd,images/ep_682/frame_077497.png,states/ep_682/state_077497.npy,images/ep_682/frame_077527.png,states/ep_682/state_077527.npy,actions/ep_682/action_077497to077526.npy
VLABench,robot,3rd,images/ep_2041/frame_234344.png,states/ep_2041/state_234344.npy,images/ep_2041/frame_234374.png,states/ep_2041/state_234374.npy,actions/ep_2041/action_234344to234373.npy
VLABench,robot,3rd,images/ep_588/frame_066446.png,states/ep_588/state_066446.npy,images/ep_588/frame_066476.png,states/ep_588/state_066476.npy,actions/ep_588/action_066446to066475.npy
VLABench,robot,3rd,images/ep_1891/frame_217041.png,states/ep_1891/state_217041.npy,images/ep_1891/frame_217071.png,states/ep_1891/state_217071.npy,actions/ep_1891/action_217041to217070.npy
VLABench,robot,3rd,images/ep_2454/frame_281953.png,states/ep_2454/state_281953.npy,images/ep_2454/frame_281983.png,states/ep_2454/state_281983.npy,actions/ep_2454/action_281953to281982.npy
VLABench,robot,3rd,images/ep_3130/frame_359291.png,states/ep_3130/state_359291.npy,images/ep_3130/frame_359321.png,states/ep_3130/state_359321.npy,actions/ep_3130/action_359291to359320.npy
VLABench,robot,3rd,images/ep_1438/frame_163822.png,states/ep_1438/state_163822.npy,images/ep_1438/frame_163852.png,states/ep_1438/state_163852.npy,actions/ep_1438/action_163822to163851.npy
VLABench,robot,3rd,images/ep_399/frame_046088.png,states/ep_399/state_046088.npy,images/ep_399/frame_046118.png,states/ep_399/state_046118.npy,actions/ep_399/action_046088to046117.npy
VLABench,robot,3rd,images/ep_1490/frame_169792.png,states/ep_1490/state_169792.npy,images/ep_1490/frame_169822.png,states/ep_1490/state_169822.npy,actions/ep_1490/action_169792to169821.npy
VLABench,robot,3rd,images/ep_3619/frame_415231.png,states/ep_3619/state_415231.npy,images/ep_3619/frame_415261.png,states/ep_3619/state_415261.npy,actions/ep_3619/action_415231to415260.npy
VLABench,robot,3rd,images/ep_3621/frame_415488.png,states/ep_3621/state_415488.npy,images/ep_3621/frame_415518.png,states/ep_3621/state_415518.npy,actions/ep_3621/action_415488to415517.npy
VLABench,robot,3rd,images/ep_925/frame_105561.png,states/ep_925/state_105561.npy,images/ep_925/frame_105591.png,states/ep_925/state_105591.npy,actions/ep_925/action_105561to105590.npy
VLABench,robot,3rd,images/ep_4930/frame_566910.png,states/ep_4930/state_566910.npy,images/ep_4930/frame_566940.png,states/ep_4930/state_566940.npy,actions/ep_4930/action_566910to566939.npy
VLABench,robot,3rd,images/ep_662/frame_074848.png,states/ep_662/state_074848.npy,images/ep_662/frame_074878.png,states/ep_662/state_074878.npy,actions/ep_662/action_074848to074877.npy
VLABench,robot,3rd,images/ep_1913/frame_219997.png,states/ep_1913/state_219997.npy,images/ep_1913/frame_220027.png,states/ep_1913/state_220027.npy,actions/ep_1913/action_219997to220026.npy
VLABench,robot,3rd,images/ep_2902/frame_333092.png,states/ep_2902/state_333092.npy,images/ep_2902/frame_333122.png,states/ep_2902/state_333122.npy,actions/ep_2902/action_333092to333121.npy
VLABench,robot,3rd,images/ep_1392/frame_158379.png,states/ep_1392/state_158379.npy,images/ep_1392/frame_158409.png,states/ep_1392/state_158409.npy,actions/ep_1392/action_158379to158408.npy
VLABench,robot,3rd,images/ep_4003/frame_460526.png,states/ep_4003/state_460526.npy,images/ep_4003/frame_460556.png,states/ep_4003/state_460556.npy,actions/ep_4003/action_460526to460555.npy
VLABench,robot,3rd,images/ep_3893/frame_447708.png,states/ep_3893/state_447708.npy,images/ep_3893/frame_447738.png,states/ep_3893/state_447738.npy,actions/ep_3893/action_447708to447737.npy
VLABench,robot,3rd,images/ep_3631/frame_416504.png,states/ep_3631/state_416504.npy,images/ep_3631/frame_416534.png,states/ep_3631/state_416534.npy,actions/ep_3631/action_416504to416533.npy
VLABench,robot,3rd,images/ep_4557/frame_524982.png,states/ep_4557/state_524982.npy,images/ep_4557/frame_525012.png,states/ep_4557/state_525012.npy,actions/ep_4557/action_524982to525011.npy
VLABench,robot,3rd,images/ep_1177/frame_134162.png,states/ep_1177/state_134162.npy,images/ep_1177/frame_134192.png,states/ep_1177/state_134192.npy,actions/ep_1177/action_134162to134191.npy
VLABench,robot,3rd,images/ep_4153/frame_477248.png,states/ep_4153/state_477248.npy,images/ep_4153/frame_477278.png,states/ep_4153/state_477278.npy,actions/ep_4153/action_477248to477277.npy
VLABench,robot,3rd,images/ep_448/frame_051697.png,states/ep_448/state_051697.npy,images/ep_448/frame_051727.png,states/ep_448/state_051727.npy,actions/ep_448/action_051697to051726.npy
VLABench,robot,3rd,images/ep_4989/frame_574031.png,states/ep_4989/state_574031.npy,images/ep_4989/frame_574061.png,states/ep_4989/state_574061.npy,actions/ep_4989/action_574031to574060.npy
VLABench,robot,3rd,images/ep_3443/frame_395096.png,states/ep_3443/state_395096.npy,images/ep_3443/frame_395126.png,states/ep_3443/state_395126.npy,actions/ep_3443/action_395096to395125.npy
VLABench,robot,3rd,images/ep_3914/frame_450259.png,states/ep_3914/state_450259.npy,images/ep_3914/frame_450289.png,states/ep_3914/state_450289.npy,actions/ep_3914/action_450259to450288.npy
VLABench,robot,3rd,images/ep_4744/frame_546572.png,states/ep_4744/state_546572.npy,images/ep_4744/frame_546602.png,states/ep_4744/state_546602.npy,actions/ep_4744/action_546572to546601.npy
VLABench,robot,3rd,images/ep_4561/frame_525498.png,states/ep_4561/state_525498.npy,images/ep_4561/frame_525528.png,states/ep_4561/state_525528.npy,actions/ep_4561/action_525498to525527.npy
VLABench,robot,3rd,images/ep_3282/frame_376990.png,states/ep_3282/state_376990.npy,images/ep_3282/frame_377020.png,states/ep_3282/state_377020.npy,actions/ep_3282/action_376990to377019.npy
VLABench,robot,3rd,images/ep_4392/frame_505230.png,states/ep_4392/state_505230.npy,images/ep_4392/frame_505260.png,states/ep_4392/state_505260.npy,actions/ep_4392/action_505230to505259.npy
VLABench,robot,3rd,images/ep_1033/frame_117838.png,states/ep_1033/state_117838.npy,images/ep_1033/frame_117868.png,states/ep_1033/state_117868.npy,actions/ep_1033/action_117838to117867.npy
VLABench,robot,3rd,images/ep_822/frame_093862.png,states/ep_822/state_093862.npy,images/ep_822/frame_093892.png,states/ep_822/state_093892.npy,actions/ep_822/action_093862to093891.npy
VLABench,robot,3rd,images/ep_4466/frame_514557.png,states/ep_4466/state_514557.npy,images/ep_4466/frame_514587.png,states/ep_4466/state_514587.npy,actions/ep_4466/action_514557to514586.npy
VLABench,robot,3rd,images/ep_121/frame_013979.png,states/ep_121/state_013979.npy,images/ep_121/frame_014009.png,states/ep_121/state_014009.npy,actions/ep_121/action_013979to014008.npy
VLABench,robot,3rd,images/ep_2354/frame_269955.png,states/ep_2354/state_269955.npy,images/ep_2354/frame_269985.png,states/ep_2354/state_269985.npy,actions/ep_2354/action_269955to269984.npy
VLABench,robot,3rd,images/ep_2686/frame_308374.png,states/ep_2686/state_308374.npy,images/ep_2686/frame_308404.png,states/ep_2686/state_308404.npy,actions/ep_2686/action_308374to308403.npy
VLABench,robot,3rd,images/ep_4530/frame_521783.png,states/ep_4530/state_521783.npy,images/ep_4530/frame_521813.png,states/ep_4530/state_521813.npy,actions/ep_4530/action_521783to521812.npy
VLABench,robot,3rd,images/ep_2016/frame_231634.png,states/ep_2016/state_231634.npy,images/ep_2016/frame_231664.png,states/ep_2016/state_231664.npy,actions/ep_2016/action_231634to231663.npy
VLABench,robot,3rd,images/ep_4950/frame_569099.png,states/ep_4950/state_569099.npy,images/ep_4950/frame_569129.png,states/ep_4950/state_569129.npy,actions/ep_4950/action_569099to569128.npy
VLABench,robot,3rd,images/ep_1078/frame_122767.png,states/ep_1078/state_122767.npy,images/ep_1078/frame_122797.png,states/ep_1078/state_122797.npy,actions/ep_1078/action_122767to122796.npy
VLABench,robot,3rd,images/ep_1362/frame_154962.png,states/ep_1362/state_154962.npy,images/ep_1362/frame_154992.png,states/ep_1362/state_154992.npy,actions/ep_1362/action_154962to154991.npy
VLABench,robot,3rd,images/ep_1648/frame_188741.png,states/ep_1648/state_188741.npy,images/ep_1648/frame_188771.png,states/ep_1648/state_188771.npy,actions/ep_1648/action_188741to188770.npy
VLABench,robot,3rd,images/ep_2674/frame_307148.png,states/ep_2674/state_307148.npy,images/ep_2674/frame_307178.png,states/ep_2674/state_307178.npy,actions/ep_2674/action_307148to307177.npy
VLABench,robot,3rd,images/ep_4783/frame_550786.png,states/ep_4783/state_550786.npy,images/ep_4783/frame_550816.png,states/ep_4783/state_550816.npy,actions/ep_4783/action_550786to550815.npy
VLABench,robot,3rd,images/ep_49/frame_005287.png,states/ep_49/state_005287.npy,images/ep_49/frame_005317.png,states/ep_49/state_005317.npy,actions/ep_49/action_005287to005316.npy
VLABench,robot,3rd,images/ep_1604/frame_183364.png,states/ep_1604/state_183364.npy,images/ep_1604/frame_183394.png,states/ep_1604/state_183394.npy,actions/ep_1604/action_183364to183393.npy
VLABench,robot,3rd,images/ep_1873/frame_215036.png,states/ep_1873/state_215036.npy,images/ep_1873/frame_215066.png,states/ep_1873/state_215066.npy,actions/ep_1873/action_215036to215065.npy
VLABench,robot,3rd,images/ep_4050/frame_465828.png,states/ep_4050/state_465828.npy,images/ep_4050/frame_465858.png,states/ep_4050/state_465858.npy,actions/ep_4050/action_465828to465857.npy
VLABench,robot,3rd,images/ep_4371/frame_502472.png,states/ep_4371/state_502472.npy,images/ep_4371/frame_502502.png,states/ep_4371/state_502502.npy,actions/ep_4371/action_502472to502501.npy
VLABench,robot,3rd,images/ep_4063/frame_467282.png,states/ep_4063/state_467282.npy,images/ep_4063/frame_467312.png,states/ep_4063/state_467312.npy,actions/ep_4063/action_467282to467311.npy
VLABench,robot,3rd,images/ep_870/frame_099627.png,states/ep_870/state_099627.npy,images/ep_870/frame_099657.png,states/ep_870/state_099657.npy,actions/ep_870/action_099627to099656.npy
VLABench,robot,3rd,images/ep_2154/frame_247506.png,states/ep_2154/state_247506.npy,images/ep_2154/frame_247536.png,states/ep_2154/state_247536.npy,actions/ep_2154/action_247506to247535.npy
VLABench,robot,3rd,images/ep_1591/frame_181783.png,states/ep_1591/state_181783.npy,images/ep_1591/frame_181813.png,states/ep_1591/state_181813.npy,actions/ep_1591/action_181783to181812.npy
VLABench,robot,3rd,images/ep_3751/frame_430768.png,states/ep_3751/state_430768.npy,images/ep_3751/frame_430798.png,states/ep_3751/state_430798.npy,actions/ep_3751/action_430768to430797.npy
VLABench,robot,3rd,images/ep_2501/frame_287016.png,states/ep_2501/state_287016.npy,images/ep_2501/frame_287046.png,states/ep_2501/state_287046.npy,actions/ep_2501/action_287016to287045.npy
VLABench,robot,3rd,images/ep_522/frame_059227.png,states/ep_522/state_059227.npy,images/ep_522/frame_059257.png,states/ep_522/state_059257.npy,actions/ep_522/action_059227to059256.npy
VLABench,robot,3rd,images/ep_2926/frame_335612.png,states/ep_2926/state_335612.npy,images/ep_2926/frame_335642.png,states/ep_2926/state_335642.npy,actions/ep_2926/action_335612to335641.npy
VLABench,robot,3rd,images/ep_403/frame_046706.png,states/ep_403/state_046706.npy,images/ep_403/frame_046736.png,states/ep_403/state_046736.npy,actions/ep_403/action_046706to046735.npy
VLABench,robot,3rd,images/ep_2428/frame_279073.png,states/ep_2428/state_279073.npy,images/ep_2428/frame_279103.png,states/ep_2428/state_279103.npy,actions/ep_2428/action_279073to279102.npy
VLABench,robot,3rd,images/ep_4835/frame_556538.png,states/ep_4835/state_556538.npy,images/ep_4835/frame_556568.png,states/ep_4835/state_556568.npy,actions/ep_4835/action_556538to556567.npy
VLABench,robot,3rd,images/ep_217/frame_024911.png,states/ep_217/state_024911.npy,images/ep_217/frame_024941.png,states/ep_217/state_024941.npy,actions/ep_217/action_024911to024940.npy
VLABench,robot,3rd,images/ep_4158/frame_477896.png,states/ep_4158/state_477896.npy,images/ep_4158/frame_477926.png,states/ep_4158/state_477926.npy,actions/ep_4158/action_477896to477925.npy
VLABench,robot,3rd,images/ep_4126/frame_474335.png,states/ep_4126/state_474335.npy,images/ep_4126/frame_474365.png,states/ep_4126/state_474365.npy,actions/ep_4126/action_474335to474364.npy
VLABench,robot,3rd,images/ep_4295/frame_492940.png,states/ep_4295/state_492940.npy,images/ep_4295/frame_492970.png,states/ep_4295/state_492970.npy,actions/ep_4295/action_492940to492969.npy
VLABench,robot,3rd,images/ep_521/frame_059046.png,states/ep_521/state_059046.npy,images/ep_521/frame_059076.png,states/ep_521/state_059076.npy,actions/ep_521/action_059046to059075.npy
VLABench,robot,3rd,images/ep_3836/frame_440755.png,states/ep_3836/state_440755.npy,images/ep_3836/frame_440785.png,states/ep_3836/state_440785.npy,actions/ep_3836/action_440755to440784.npy
VLABench,robot,3rd,images/ep_4039/frame_464489.png,states/ep_4039/state_464489.npy,images/ep_4039/frame_464519.png,states/ep_4039/state_464519.npy,actions/ep_4039/action_464489to464518.npy
VLABench,robot,3rd,images/ep_2980/frame_341521.png,states/ep_2980/state_341521.npy,images/ep_2980/frame_341551.png,states/ep_2980/state_341551.npy,actions/ep_2980/action_341521to341550.npy
VLABench,robot,3rd,images/ep_398/frame_045891.png,states/ep_398/state_045891.npy,images/ep_398/frame_045921.png,states/ep_398/state_045921.npy,actions/ep_398/action_045891to045920.npy
VLABench,robot,3rd,images/ep_3388/frame_388627.png,states/ep_3388/state_388627.npy,images/ep_3388/frame_388657.png,states/ep_3388/state_388657.npy,actions/ep_3388/action_388627to388656.npy
VLABench,robot,3rd,images/ep_1268/frame_144184.png,states/ep_1268/state_144184.npy,images/ep_1268/frame_144214.png,states/ep_1268/state_144214.npy,actions/ep_1268/action_144184to144213.npy
VLABench,robot,3rd,images/ep_3941/frame_452958.png,states/ep_3941/state_452958.npy,images/ep_3941/frame_452988.png,states/ep_3941/state_452988.npy,actions/ep_3941/action_452958to452987.npy
VLABench,robot,3rd,images/ep_606/frame_068413.png,states/ep_606/state_068413.npy,images/ep_606/frame_068443.png,states/ep_606/state_068443.npy,actions/ep_606/action_068413to068442.npy
VLABench,robot,3rd,images/ep_4550/frame_524128.png,states/ep_4550/state_524128.npy,images/ep_4550/frame_524158.png,states/ep_4550/state_524158.npy,actions/ep_4550/action_524128to524157.npy
VLABench,robot,3rd,images/ep_324/frame_037629.png,states/ep_324/state_037629.npy,images/ep_324/frame_037659.png,states/ep_324/state_037659.npy,actions/ep_324/action_037629to037658.npy
VLABench,robot,3rd,images/ep_2711/frame_311102.png,states/ep_2711/state_311102.npy,images/ep_2711/frame_311132.png,states/ep_2711/state_311132.npy,actions/ep_2711/action_311102to311131.npy
VLABench,robot,3rd,images/ep_33/frame_003406.png,states/ep_33/state_003406.npy,images/ep_33/frame_003436.png,states/ep_33/state_003436.npy,actions/ep_33/action_003406to003435.npy
VLABench,robot,3rd,images/ep_1014/frame_115777.png,states/ep_1014/state_115777.npy,images/ep_1014/frame_115807.png,states/ep_1014/state_115807.npy,actions/ep_1014/action_115777to115806.npy
VLABench,robot,3rd,images/ep_1541/frame_175654.png,states/ep_1541/state_175654.npy,images/ep_1541/frame_175684.png,states/ep_1541/state_175684.npy,actions/ep_1541/action_175654to175683.npy
VLABench,robot,3rd,images/ep_1285/frame_146304.png,states/ep_1285/state_146304.npy,images/ep_1285/frame_146334.png,states/ep_1285/state_146334.npy,actions/ep_1285/action_146304to146333.npy
VLABench,robot,3rd,images/ep_4108/frame_472349.png,states/ep_4108/state_472349.npy,images/ep_4108/frame_472379.png,states/ep_4108/state_472379.npy,actions/ep_4108/action_472349to472378.npy
VLABench,robot,3rd,images/ep_4115/frame_473052.png,states/ep_4115/state_473052.npy,images/ep_4115/frame_473082.png,states/ep_4115/state_473082.npy,actions/ep_4115/action_473052to473081.npy
VLABench,robot,3rd,images/ep_2953/frame_338611.png,states/ep_2953/state_338611.npy,images/ep_2953/frame_338641.png,states/ep_2953/state_338641.npy,actions/ep_2953/action_338611to338640.npy
VLABench,robot,3rd,images/ep_1299/frame_147888.png,states/ep_1299/state_147888.npy,images/ep_1299/frame_147918.png,states/ep_1299/state_147918.npy,actions/ep_1299/action_147888to147917.npy
VLABench,robot,3rd,images/ep_2668/frame_306608.png,states/ep_2668/state_306608.npy,images/ep_2668/frame_306638.png,states/ep_2668/state_306638.npy,actions/ep_2668/action_306608to306637.npy
VLABench,robot,3rd,images/ep_3478/frame_399281.png,states/ep_3478/state_399281.npy,images/ep_3478/frame_399311.png,states/ep_3478/state_399311.npy,actions/ep_3478/action_399281to399310.npy
VLABench,robot,3rd,images/ep_1691/frame_193707.png,states/ep_1691/state_193707.npy,images/ep_1691/frame_193737.png,states/ep_1691/state_193737.npy,actions/ep_1691/action_193707to193736.npy
VLABench,robot,3rd,images/ep_3898/frame_448416.png,states/ep_3898/state_448416.npy,images/ep_3898/frame_448446.png,states/ep_3898/state_448446.npy,actions/ep_3898/action_448416to448445.npy
VLABench,robot,3rd,images/ep_3157/frame_362129.png,states/ep_3157/state_362129.npy,images/ep_3157/frame_362159.png,states/ep_3157/state_362159.npy,actions/ep_3157/action_362129to362158.npy
VLABench,robot,3rd,images/ep_1991/frame_229065.png,states/ep_1991/state_229065.npy,images/ep_1991/frame_229095.png,states/ep_1991/state_229095.npy,actions/ep_1991/action_229065to229094.npy
VLABench,robot,3rd,images/ep_1218/frame_138432.png,states/ep_1218/state_138432.npy,images/ep_1218/frame_138462.png,states/ep_1218/state_138462.npy,actions/ep_1218/action_138432to138461.npy
VLABench,robot,3rd,images/ep_2805/frame_322135.png,states/ep_2805/state_322135.npy,images/ep_2805/frame_322165.png,states/ep_2805/state_322165.npy,actions/ep_2805/action_322135to322164.npy
VLABench,robot,3rd,images/ep_3417/frame_392077.png,states/ep_3417/state_392077.npy,images/ep_3417/frame_392107.png,states/ep_3417/state_392107.npy,actions/ep_3417/action_392077to392106.npy
